-0.27	-0.27	0	1	0
-0.21	-0.27	0	1	0
-0.15	-0.27	0	1	0
-0.09	-0.27	0	1	0
-0.03	-0.27	0	1	0
0.03	-0.27	0	1	0
0.09	-0.27	0	1	0
0.15	-0.27	0	1	0
0.21	-0.27	0	1	0
0.27	-0.27	0	1	0
-0.27	-0.21	0	1	0
-0.21	-0.21	0	1	0
-0.15	-0.21	0	1	0
-0.09	-0.21	0	1	0
-0.03	-0.21	0	1	0
0.03	-0.21	0	1	0
0.09	-0.21	0	1	0
0.15	-0.21	0	1	0
0.21	-0.21	0	1	0
0.27	-0.21	0	1	0
-0.27	-0.15	0	1	0
-0.21	-0.15	0	1	0
-0.15	-0.15	0	1	0
-0.09	-0.15	0	1	0
-0.03	-0.15	0	1	0
0.03	-0.15	0	1	0
0.09	-0.15	0	1	0
0.15	-0.15	0	1	0
0.21	-0.15	0	1	0
0.27	-0.15	0	1	0
-0.27	-0.09	0	1	0
-0.21	-0.09	0	1	0
-0.15	-0.09	0	1	0
-0.09	-0.09	0	1	0
-0.03	-0.09	0	1	0
0.03	-0.09	0	1	0
0.09	-0.09	0	1	0
0.15	-0.09	0	1	0
0.21	-0.09	0	1	0
0.27	-0.09	0	1	0
-0.27	-0.03	0	1	0
-0.21	-0.03	0	1	0
-0.15	-0.03	0	1	0
-0.09	-0.03	0	1	0
-0.03	-0.03	0	1	0
0.03	-0.03	0	1	0
0.09	-0.03	0	1	0
0.15	-0.03	0	1	0
0.21	-0.03	0	1	0
0.27	-0.03	0	1	0
-0.27	0.03	0	1	0
-0.21	0.03	0	1	0
-0.15	0.03	0	1	0
-0.09	0.03	0	1	0
-0.03	0.03	0	1	0
0.03	0.03	0	1	0
0.09	0.03	0	1	0
0.15	0.03	0	1	0
0.21	0.03	0	1	0
0.27	0.03	0	1	0
-0.27	0.09	0	1	0
-0.21	0.09	0	1	0
-0.15	0.09	0	1	0
-0.09	0.09	0	1	0
-0.03	0.09	0	1	0
0.03	0.09	0	1	0
0.09	0.09	0	1	0
0.15	0.09	0	1	0
0.21	0.09	0	1	0
0.27	0.09	0	1	0
-0.27	0.15	0	1	0
-0.21	0.15	0	1	0
-0.15	0.15	0	1	0
-0.09	0.15	0	1	0
-0.03	0.15	0	1	0
0.03	0.15	0	1	0
0.09	0.15	0	1	0
0.15	0.15	0	1	0
0.21	0.15	0	1	0
0.27	0.15	0	1	0
-0.27	0.21	0	1	0
-0.21	0.21	0	1	0
-0.15	0.21	0	1	0
-0.09	0.21	0	1	0
-0.03	0.21	0	1	0
0.03	0.21	0	1	0
0.09	0.21	0	1	0
0.15	0.21	0	1	0
0.21	0.21	0	1	0
0.27	0.21	0	1	0
-0.27	0.27	0	1	0
-0.21	0.27	0	1	0
-0.15	0.27	0	1	0
-0.09	0.27	0	1	0
-0.03	0.27	0	1	0
0.03	0.27	0	1	0
0.09	0.27	0	1	0
0.15	0.27	0	1	0
0.21	0.27	0	1	0
0.27	0.27	0	1	0
