-0.42	-0.42	0	1	0
-0.36	-0.42	0	1	0
-0.3	-0.42	0	1	0
-0.24	-0.42	0	1	0
-0.18	-0.42	0	1	0
-0.12	-0.42	0	1	0
-0.06	-0.42	0	1	0
0	-0.42	0	1	0
0.06	-0.42	0	1	0
0.12	-0.42	0	1	0
0.18	-0.42	0	1	0
0.24	-0.42	0	1	0
0.3	-0.42	0	1	0
0.36	-0.42	0	1	0
0.42	-0.42	0	1	0
-0.42	-0.36	0	1	0
-0.36	-0.36	0	1	0
-0.3	-0.36	0	1	0
-0.24	-0.36	0	1	0
-0.18	-0.36	0	1	0
-0.12	-0.36	0	1	0
-0.06	-0.36	0	1	0
0	-0.36	0	1	0
0.06	-0.36	0	1	0
0.12	-0.36	0	1	0
0.18	-0.36	0	1	0
0.24	-0.36	0	1	0
0.3	-0.36	0	1	0
0.36	-0.36	0	1	0
0.42	-0.36	0	1	0
-0.42	-0.3	0	1	0
-0.36	-0.3	0	1	0
-0.3	-0.3	0	1	0
-0.24	-0.3	0	1	0
-0.18	-0.3	0	1	0
-0.12	-0.3	0	1	0
-0.06	-0.3	0	1	0
0	-0.3	0	1	0
0.06	-0.3	0	1	0
0.12	-0.3	0	1	0
0.18	-0.3	0	1	0
0.24	-0.3	0	1	0
0.3	-0.3	0	1	0
0.36	-0.3	0	1	0
0.42	-0.3	0	1	0
-0.42	-0.24	0	1	0
-0.36	-0.24	0	1	0
-0.3	-0.24	0	1	0
-0.24	-0.24	0	1	0
-0.18	-0.24	0	1	0
-0.12	-0.24	0	1	0
-0.06	-0.24	0	1	0
0	-0.24	0	1	0
0.06	-0.24	0	1	0
0.12	-0.24	0	1	0
0.18	-0.24	0	1	0
0.24	-0.24	0	1	0
0.3	-0.24	0	1	0
0.36	-0.24	0	1	0
0.42	-0.24	0	1	0
-0.42	-0.18	0	1	0
-0.36	-0.18	0	1	0
-0.3	-0.18	0	1	0
-0.24	-0.18	0	1	0
-0.18	-0.18	0	1	0
-0.12	-0.18	0	1	0
-0.06	-0.18	0	1	0
0	-0.18	0	1	0
0.06	-0.18	0	1	0
0.12	-0.18	0	1	0
0.18	-0.18	0	1	0
0.24	-0.18	0	1	0
0.3	-0.18	0	1	0
0.36	-0.18	0	1	0
0.42	-0.18	0	1	0
-0.42	-0.12	0	1	0
-0.36	-0.12	0	1	0
-0.3	-0.12	0	1	0
-0.24	-0.12	0	1	0
-0.18	-0.12	0	1	0
-0.12	-0.12	0	1	0
-0.06	-0.12	0	1	0
0	-0.12	0	1	0
0.06	-0.12	0	1	0
0.12	-0.12	0	1	0
0.18	-0.12	0	1	0
0.24	-0.12	0	1	0
0.3	-0.12	0	1	0
0.36	-0.12	0	1	0
0.42	-0.12	0	1	0
-0.42	-0.06	0	1	0
-0.36	-0.06	0	1	0
-0.3	-0.06	0	1	0
-0.24	-0.06	0	1	0
-0.18	-0.06	0	1	0
-0.12	-0.06	0	1	0
-0.06	-0.06	0	1	0
0	-0.06	0	1	0
0.06	-0.06	0	1	0
0.12	-0.06	0	1	0
0.18	-0.06	0	1	0
0.24	-0.06	0	1	0
0.3	-0.06	0	1	0
0.36	-0.06	0	1	0
0.42	-0.06	0	1	0
-0.42	0	0	1	0
-0.36	0	0	1	0
-0.3	0	0	1	0
-0.24	0	0	1	0
-0.18	0	0	1	0
-0.12	0	0	1	0
-0.06	0	0	1	0
0	0	0	1	0
0.06	0	0	1	0
0.12	0	0	1	0
0.18	0	0	1	0
0.24	0	0	1	0
0.3	0	0	1	0
0.36	0	0	1	0
0.42	0	0	1	0
-0.42	0.06	0	1	0
-0.36	0.06	0	1	0
-0.3	0.06	0	1	0
-0.24	0.06	0	1	0
-0.18	0.06	0	1	0
-0.12	0.06	0	1	0
-0.06	0.06	0	1	0
0	0.06	0	1	0
0.06	0.06	0	1	0
0.12	0.06	0	1	0
0.18	0.06	0	1	0
0.24	0.06	0	1	0
0.3	0.06	0	1	0
0.36	0.06	0	1	0
0.42	0.06	0	1	0
-0.42	0.12	0	1	0
-0.36	0.12	0	1	0
-0.3	0.12	0	1	0
-0.24	0.12	0	1	0
-0.18	0.12	0	1	0
-0.12	0.12	0	1	0
-0.06	0.12	0	1	0
0	0.12	0	1	0
0.06	0.12	0	1	0
0.12	0.12	0	1	0
0.18	0.12	0	1	0
0.24	0.12	0	1	0
0.3	0.12	0	1	0
0.36	0.12	0	1	0
0.42	0.12	0	1	0
-0.42	0.18	0	1	0
-0.36	0.18	0	1	0
-0.3	0.18	0	1	0
-0.24	0.18	0	1	0
-0.18	0.18	0	1	0
-0.12	0.180000000000001	0	1	0
-0.06	0.180000000000001	0	1	0
0	0.180000000000001	0	1	0
0.06	0.180000000000001	0	1	0
0.12	0.180000000000001	0	1	0
0.18	0.180000000000001	0	1	0
0.24	0.180000000000001	0	1	0
0.3	0.180000000000001	0	1	0
0.36	0.180000000000001	0	1	0
0.42	0.180000000000002	0	1	0
-0.42	0.24	0	1	0
-0.36	0.24	0	1	0
-0.3	0.24	0	1	0
-0.24	0.24	0	1	0
-0.18	0.24	0	1	0
-0.12	0.24	0	1	0
-0.06	0.24	0	1	0
0	0.24	0	1	0
0.06	0.24	0	1	0
0.12	0.24	0	1	0
0.18	0.24	0	1	0
0.24	0.24	0	1	0
0.3	0.24	0	1	0
0.36	0.24	0	1	0
0.42	0.24	0	1	0
-0.42	0.3	0	1	0
-0.36	0.3	0	1	0
-0.3	0.3	0	1	0
-0.24	0.3	0	1	0
-0.18	0.3	0	1	0
-0.12	0.3	0	1	0
-0.06	0.3	0	1	0
0	0.3	0	1	0
0.06	0.3	0	1	0
0.12	0.3	0	1	0
0.18	0.3	0	1	0
0.24	0.3	0	1	0
0.3	0.3	0	1	0
0.36	0.3	0	1	0
0.42	0.3	0	1	0
-0.42	0.36	0	1	0
-0.36	0.36	0	1	0
-0.3	0.36	0	1	0
-0.24	0.36	0	1	0
-0.18	0.36	0	1	0
-0.12	0.36	0	1	0
-0.06	0.36	0	1	0
0	0.36	0	1	0
0.06	0.36	0	1	0
0.12	0.36	0	1	0
0.18	0.36	0	1	0
0.24	0.36	0	1	0
0.3	0.36	0	1	0
0.36	0.36	0	1	0
0.42	0.36	0	1	0
-0.42	0.42	0	1	0
-0.36	0.42	0	1	0
-0.3	0.42	0	1	0
-0.24	0.42	0	1	0
-0.18	0.42	0	1	0
-0.12	0.42	0	1	0
-0.06	0.42	0	1	0
0	0.42	0	1	0
0.06	0.42	0	1	0
0.12	0.42	0	1	0
0.18	0.42	0	1	0
0.24	0.42	0	1	0
0.3	0.42	0	1	0
0.36	0.42	0	1	0
0.42	0.42	0	1	0

